Sample_Number,Load_L1_T1,Load_L2_T1,Load_L3_T1,Wind_W1_T1,Wind_W2_T1,Load_L1_T2,Load_L2_T2,Load_L3_T2,Wind_W1_T2,Wind_W2_T2,Load_L1_T3,Load_L2_T3,Load_L3_T3,Wind_W1_T3,Wind_W2_T3,Load_L1_T4,Load_L2_T4,Load_L3_T4,Wind_W1_T4,Wind_W2_T4,Load_L1_T5,Load_L2_T5,Load_L3_T5,Wind_W1_T5,Wind_W2_T5,Load_L1_T6,Load_L2_T6,Load_L3_T6,Wind_W1_T6,Wind_W2_T6,Load_L1_T7,Load_L2_T7,Load_L3_T7,Wind_W1_T7,Wind_W2_T7,Load_L1_T8,Load_L2_T8,Load_L3_T8,Wind_W1_T8,Wind_W2_T8,Load_L1_T9,Load_L2_T9,Load_L3_T9,Wind_W1_T9,Wind_W2_T9,Load_L1_T10,Load_L2_T10,Load_L3_T10,Wind_W1_T10,Wind_W2_T10,Load_L1_T11,Load_L2_T11,Load_L3_T11,Wind_W1_T11,Wind_W2_T11,Load_L1_T12,Load_L2_T12,Load_L3_T12,Wind_W1_T12,Wind_W2_T12,Load_L1_T13,Load_L2_T13,Load_L3_T13,Wind_W1_T13,Wind_W2_T13,Load_L1_T14,Load_L2_T14,Load_L3_T14,Wind_W1_T14,Wind_W2_T14,Load_L1_T15,Load_L2_T15,Load_L3_T15,Wind_W1_T15,Wind_W2_T15,Load_L1_T16,Load_L2_T16,Load_L3_T16,Wind_W1_T16,Wind_W2_T16,Load_L1_T17,Load_L2_T17,Load_L3_T17,Wind_W1_T17,Wind_W2_T17,Load_L1_T18,Load_L2_T18,Load_L3_T18,Wind_W1_T18,Wind_W2_T18,Load_L1_T19,Load_L2_T19,Load_L3_T19,Wind_W1_T19,Wind_W2_T19,Load_L1_T20,Load_L2_T20,Load_L3_T20,Wind_W1_T20,Wind_W2_T20,Load_L1_T21,Load_L2_T21,Load_L3_T21,Wind_W1_T21,Wind_W2_T21,Load_L1_T22,Load_L2_T22,Load_L3_T22,Wind_W1_T22,Wind_W2_T22,Load_L1_T23,Load_L2_T23,Load_L3_T23,Wind_W1_T23,Wind_W2_T23,Load_L1_T24,Load_L2_T24,Load_L3_T24,Wind_W1_T24,Wind_W2_T24
586,120,56,112,30,30,112,120,56,30,10,120,120,120,30,10,112,112,112,30,10,120,56,112,30,10,120,112,112,30,10,112,112,112,30,10,112,112,112,10,10,120,120,120,30,30,56,112,120,10,10,56,56,56,10,30,112,112,56,30,10,56,120,120,10,30,112,112,120,30,10,56,56,120,10,30,56,112,56,10,30,56,56,56,30,30,56,56,112,30,30,120,112,56,10,10,112,120,112,30,10,120,120,120,30,30,56,56,112,30,10,120,120,120,10,10,56,120,56,30,30
587,112,112,112,10,10,112,120,56,10,30,112,120,56,30,30,56,112,112,10,30,56,56,120,30,30,112,120,112,10,30,56,112,112,30,10,112,120,112,30,30,120,112,112,30,10,120,56,56,10,30,120,56,120,10,30,112,120,56,10,30,56,120,56,30,30,120,120,56,30,10,56,120,120,30,30,120,112,112,10,30,112,120,120,10,30,56,112,120,10,30,56,56,56,30,30,120,112,56,30,30,120,112,112,10,10,56,120,120,10,30,56,120,112,30,10,112,120,120,30,10
588,120,56,56,10,30,120,56,112,30,10,120,120,112,10,30,120,112,56,10,10,56,56,56,30,30,112,56,120,30,30,120,120,112,10,30,112,112,56,30,30,56,120,112,30,10,56,120,112,30,10,112,112,120,10,10,56,56,112,10,10,120,112,112,30,10,120,120,112,30,30,120,112,120,10,30,56,56,120,10,10,120,112,120,10,30,112,56,112,30,10,112,112,112,10,10,112,120,56,30,30,120,56,120,10,30,112,120,56,10,30,112,112,120,10,10,112,120,56,30,30
589,56,112,120,10,10,112,120,112,10,30,120,56,112,10,30,56,120,112,10,30,120,56,112,30,10,56,112,120,30,10,112,112,120,10,10,56,120,112,30,10,112,56,112,10,30,112,120,56,10,30,120,112,56,10,30,120,112,56,30,10,56,120,120,10,30,56,112,56,10,30,56,112,120,10,30,120,120,120,10,10,120,56,120,10,30,120,112,112,10,10,112,56,112,30,30,120,56,112,10,10,112,120,112,30,30,56,112,56,30,10,112,120,120,30,30,56,112,112,30,30
590,56,120,56,30,30,112,120,56,10,30,120,112,120,30,10,120,56,120,10,10,56,56,112,10,30,112,112,112,30,10,56,112,112,10,30,56,112,120,30,30,120,56,120,10,10,112,112,112,30,10,112,120,112,30,10,112,56,112,30,30,112,56,120,30,10,120,112,120,30,10,112,120,112,10,30,120,56,112,30,10,56,56,120,30,30,120,56,120,30,30,56,112,56,30,30,112,120,112,30,30,112,112,112,10,10,56,112,56,10,10,120,120,56,30,30,120,56,112,30,30
591,120,120,112,10,10,120,56,56,10,10,120,56,112,30,30,112,56,112,30,10,120,112,112,30,10,120,56,112,10,30,56,112,112,30,30,120,56,120,30,10,120,56,120,30,10,120,120,112,30,10,112,112,112,10,30,56,56,120,30,10,120,120,56,30,10,56,112,56,30,30,56,112,56,30,10,120,56,56,30,10,56,120,112,30,10,120,112,120,30,10,112,120,120,10,30,120,112,120,10,10,112,56,56,30,10,112,112,120,30,30,120,56,120,10,30,112,56,56,10,10
592,112,120,120,10,10,112,56,112,30,30,56,56,120,10,10,56,112,112,30,30,56,120,56,10,10,56,112,112,10,10,112,56,112,30,10,120,56,120,30,30,120,112,112,30,10,112,120,112,10,30,120,120,112,30,10,112,56,112,10,30,112,112,56,30,30,56,120,120,30,10,120,56,56,30,30,56,56,120,10,10,112,112,112,30,10,120,56,112,30,30,56,56,120,10,10,56,120,112,30,30,120,120,120,10,10,112,56,112,10,30,56,120,120,10,10,56,120,112,10,10
593,112,56,56,10,10,120,56,56,10,10,120,112,56,10,10,120,120,112,30,10,120,56,112,30,10,120,112,120,30,30,112,56,56,10,10,120,112,112,30,10,56,120,120,30,30,112,56,112,10,30,112,56,112,10,30,56,120,56,30,10,56,120,56,10,10,112,112,120,10,30,120,56,56,10,30,112,56,112,10,10,120,56,112,10,30,112,120,56,10,30,56,120,56,10,30,112,120,112,30,10,112,56,112,30,30,112,120,56,30,30,56,112,56,10,10,112,120,120,10,30
594,112,112,120,10,30,56,120,112,10,30,56,112,120,30,30,112,56,112,30,10,56,112,112,30,10,112,56,56,10,10,56,112,112,30,10,56,120,112,30,30,112,56,56,10,30,120,120,120,30,30,120,112,120,30,30,56,112,112,30,30,112,112,120,30,10,112,112,112,10,30,120,112,120,30,30,112,112,112,30,30,56,120,56,30,10,120,112,120,30,10,56,112,56,30,30,120,112,56,30,30,112,112,112,30,30,112,112,112,30,30,120,56,56,10,10,112,112,120,30,30
595,120,56,112,10,30,112,120,112,10,30,120,120,120,10,10,112,56,120,30,10,120,120,112,10,10,112,112,56,10,10,112,56,120,10,30,120,120,112,10,10,112,120,56,10,10,56,120,112,30,10,112,112,56,30,30,56,56,56,30,30,56,56,112,10,10,120,120,56,30,30,120,112,112,30,30,120,112,56,10,30,56,112,112,10,30,112,56,120,10,30,56,112,56,30,10,112,120,56,30,30,112,120,112,30,10,112,56,120,30,10,120,120,56,10,10,56,56,56,30,30
596,120,112,112,30,30,56,112,120,30,10,56,112,56,10,10,120,56,112,10,30,120,56,112,30,10,120,56,120,30,10,56,56,56,30,30,56,56,120,10,10,112,120,112,10,30,56,120,120,30,10,120,112,56,30,10,56,120,112,30,10,112,120,112,10,10,56,56,112,30,10,120,120,56,30,30,56,112,112,30,10,120,112,112,10,30,112,112,56,10,10,56,56,120,10,30,120,120,120,30,10,120,120,112,10,30,112,56,56,10,10,56,56,112,30,10,120,56,112,10,30
597,56,120,112,30,30,56,56,56,10,10,120,56,56,30,10,112,112,120,30,10,120,112,120,10,10,112,56,56,30,30,120,120,56,30,10,56,112,56,10,30,112,112,112,30,10,120,56,120,30,30,56,56,120,30,10,120,56,120,10,30,56,120,56,30,30,120,112,56,30,30,120,56,56,30,30,112,112,56,30,30,112,120,56,30,30,120,120,56,10,30,120,56,56,10,10,112,120,112,30,30,112,112,120,30,30,56,56,120,30,30,112,120,112,10,30,112,120,120,10,30
598,112,112,120,30,10,56,112,120,10,30,112,112,56,10,30,112,56,56,30,10,112,120,112,10,30,112,120,56,10,10,112,120,120,10,30,120,56,56,10,30,112,56,56,10,10,120,120,120,30,10,56,120,56,30,10,112,112,112,10,10,120,112,56,30,30,56,120,56,30,30,56,112,56,10,30,56,56,56,30,10,112,112,120,30,30,56,56,112,30,10,56,56,120,30,30,56,56,120,30,30,120,120,120,10,10,120,120,112,10,10,120,112,56,30,10,112,120,120,30,10
599,112,120,56,10,30,56,120,56,30,30,112,120,120,10,30,112,56,120,10,10,112,112,120,30,30,112,120,120,30,10,112,120,56,10,30,120,112,120,30,10,56,112,56,30,30,56,56,112,10,30,120,120,120,10,30,112,56,112,30,10,56,56,112,10,30,112,112,56,30,10,56,112,56,30,10,112,56,112,30,30,56,112,120,10,30,56,112,56,10,10,112,120,120,10,30,56,112,56,30,30,112,56,120,30,10,112,120,56,10,30,56,56,56,10,30,112,120,112,30,10
600,120,112,120,10,10,112,112,120,30,10,56,56,56,10,10,112,56,112,30,10,112,120,56,10,10,120,112,56,10,10,56,56,120,30,10,120,56,112,30,10,56,120,120,30,10,120,112,56,30,30,56,112,112,10,10,112,112,112,30,10,112,56,120,30,30,120,120,56,10,30,120,56,120,30,10,112,112,112,30,30,56,56,56,10,30,112,56,56,10,30,112,56,112,10,30,112,56,56,30,30,112,112,56,10,30,56,56,56,30,30,56,56,56,10,10,56,120,112,30,30
601,112,112,112,10,30,56,56,112,10,10,112,56,120,10,30,120,112,56,30,30,120,120,56,10,10,56,112,120,30,10,120,56,56,10,30,120,56,120,30,30,112,112,120,30,10,56,120,112,30,10,120,56,56,10,30,56,56,56,30,10,56,56,56,10,10,120,112,112,30,30,120,56,120,10,30,112,56,56,10,10,112,56,56,30,10,120,112,120,10,10,112,112,56,10,10,56,112,56,30,10,120,120,112,10,30,120,56,120,10,30,56,112,120,10,10,120,120,120,10,30
602,56,56,112,10,10,120,56,112,30,10,112,120,112,30,30,56,112,120,30,10,56,56,120,30,10,112,120,112,30,10,56,56,120,10,10,56,56,56,30,30,120,120,112,30,10,120,112,56,30,30,112,112,120,30,30,120,112,120,10,10,112,112,112,10,10,112,112,120,30,30,120,112,56,30,30,56,120,120,10,10,112,120,112,10,10,120,112,120,10,30,120,120,120,10,30,120,112,120,30,30,120,112,112,30,10,120,120,56,10,10,56,56,120,30,10,120,56,56,10,10
603,120,112,112,10,10,56,56,56,10,10,56,56,112,10,10,112,112,120,30,30,112,120,112,10,30,56,56,120,30,30,56,120,56,10,30,112,120,56,10,30,56,120,112,10,30,112,56,120,30,10,112,56,56,10,10,120,120,112,10,10,120,120,56,10,30,56,56,112,30,10,120,112,120,30,10,120,120,112,10,30,120,56,56,10,30,120,120,56,30,10,120,120,56,30,30,112,120,56,30,10,112,56,112,10,30,56,56,112,30,30,56,120,120,10,30,120,56,120,30,30
604,112,120,120,30,10,56,120,56,10,30,120,56,120,30,30,56,112,112,30,30,56,56,112,10,30,56,120,120,30,10,120,120,56,10,30,112,56,56,30,10,120,112,112,10,30,56,112,56,10,30,112,112,112,30,30,56,112,56,10,10,120,56,120,10,30,56,112,56,10,30,120,112,120,10,30,56,120,56,30,10,112,120,112,30,30,56,56,120,30,30,56,112,112,30,30,112,120,120,10,30,120,56,56,30,10,56,112,112,30,30,120,120,56,30,10,120,56,56,30,10
605,112,56,112,10,30,120,120,112,30,10,120,120,120,30,10,56,112,112,30,10,120,56,120,30,30,56,112,56,10,30,112,120,56,10,10,120,120,120,30,10,56,112,120,30,10,120,112,120,30,30,56,56,112,30,30,112,120,120,10,10,112,112,120,30,10,120,120,120,10,30,112,120,56,10,30,112,112,56,30,10,56,56,56,30,10,120,56,112,30,30,56,56,112,10,30,120,56,56,10,30,112,120,120,10,10,120,120,112,10,10,112,112,56,10,10,56,112,56,30,10
606,120,112,120,30,10,120,56,120,30,10,56,120,56,30,30,120,56,112,30,30,112,56,112,30,10,112,112,56,30,10,112,56,120,10,30,56,56,56,30,10,56,112,120,30,30,56,56,112,10,30,120,120,112,10,10,56,56,112,30,30,112,56,112,30,10,112,56,112,10,30,120,120,56,30,10,112,120,120,10,30,112,120,112,30,30,120,120,56,10,30,120,112,120,30,10,120,120,112,30,10,112,56,56,10,30,56,112,56,30,10,120,56,120,10,10,56,120,120,30,10
607,120,112,120,30,30,120,120,120,10,10,120,120,56,10,10,56,112,112,10,30,112,120,112,30,30,112,120,120,30,30,120,112,120,30,30,120,56,112,10,30,56,120,112,30,10,56,56,56,30,30,112,120,56,30,30,56,120,112,10,10,56,120,56,10,30,112,120,120,10,10,56,120,112,30,10,56,112,112,30,10,56,120,56,10,30,120,56,120,30,30,112,56,56,30,30,112,112,120,30,30,120,56,56,10,30,112,56,112,10,30,112,112,56,30,10,56,56,112,10,30
608,112,56,120,10,10,120,112,56,10,10,120,56,56,30,10,112,56,112,10,30,120,120,56,10,30,112,56,112,10,30,120,120,112,30,10,112,112,56,30,30,56,120,112,30,10,56,56,120,30,30,56,56,112,30,30,120,56,112,30,30,120,56,56,30,30,112,56,56,30,10,56,112,56,10,10,112,120,56,30,30,112,56,56,10,30,56,56,112,10,10,56,120,56,30,10,112,56,112,10,30,56,112,56,10,10,120,56,56,10,30,120,120,120,30,10,120,56,120,30,30
609,112,56,56,10,30,112,120,112,10,30,120,112,112,30,30,120,56,112,30,10,120,56,56,10,10,120,112,56,10,10,56,112,112,10,10,120,56,120,10,10,112,112,112,10,30,56,112,120,10,10,112,112,56,30,30,120,112,120,10,10,120,112,112,30,30,56,120,56,30,30,56,112,120,30,30,56,120,112,10,10,120,56,120,10,30,120,120,120,30,30,56,120,112,10,10,56,56,120,30,30,112,112,56,10,10,112,56,112,10,10,112,120,120,30,30,56,56,120,30,30
610,112,120,120,30,30,56,120,112,30,10,56,120,120,10,10,56,112,56,30,10,112,112,120,10,30,56,120,120,10,10,112,120,112,30,10,56,112,120,30,10,56,120,56,30,10,120,112,112,30,10,56,120,112,10,30,56,120,112,10,10,120,56,112,10,10,120,120,112,10,30,56,120,120,10,10,112,120,56,10,30,112,120,56,10,30,112,56,112,10,10,56,120,56,10,30,56,120,56,30,10,56,56,112,10,10,112,56,56,10,30,112,120,120,10,30,120,56,56,30,10
611,120,120,56,30,10,112,112,112,10,10,120,120,112,10,30,120,112,56,30,30,56,112,112,30,10,112,56,56,10,10,120,112,112,30,30,56,56,120,10,10,112,112,112,10,30,56,112,56,10,30,112,120,112,10,30,120,56,56,10,30,112,112,112,10,10,56,120,120,10,10,120,112,56,30,10,56,56,120,10,30,112,112,120,10,30,112,120,120,30,10,120,112,120,30,30,120,112,120,10,10,120,120,56,30,30,56,56,120,10,30,112,56,120,10,10,120,112,120,10,30
612,112,56,56,10,30,112,56,56,30,30,120,120,112,10,10,56,112,120,10,10,56,120,112,10,10,56,56,112,10,30,112,112,120,30,30,112,112,112,10,10,112,120,56,10,30,56,56,120,10,30,120,112,112,30,10,56,56,56,30,10,120,112,120,10,10,120,56,56,10,10,120,120,120,10,30,112,112,120,10,30,120,112,120,10,30,112,120,112,30,10,56,112,120,30,10,56,56,112,10,10,112,120,120,30,10,56,112,112,30,30,120,120,56,30,30,56,56,112,30,30
613,112,112,120,30,10,56,120,112,30,30,120,120,112,10,10,56,56,120,30,30,112,112,112,10,10,112,112,120,30,30,56,120,112,10,10,56,112,120,10,30,120,112,112,30,10,120,56,56,30,10,56,112,56,10,10,112,120,56,30,10,56,56,120,10,30,112,112,120,30,10,112,56,56,10,30,56,120,112,10,10,112,120,112,10,30,112,112,56,30,10,56,120,120,30,30,120,112,112,10,10,112,56,56,30,10,120,56,112,10,10,56,120,56,10,30,56,120,120,30,10
614,120,56,56,10,10,56,56,120,30,10,112,112,120,10,30,120,112,56,30,30,56,112,112,30,10,112,120,120,30,30,112,56,112,30,30,112,56,112,10,10,112,56,112,30,10,120,56,56,10,30,112,120,56,30,30,112,56,120,30,10,120,56,120,10,10,56,120,120,10,10,56,112,56,30,30,112,56,120,10,30,112,120,120,10,30,120,56,56,10,30,56,120,112,30,10,120,120,112,10,30,120,112,120,30,30,120,112,112,10,30,56,56,120,10,30,112,120,56,10,10
615,56,56,120,30,30,120,120,120,30,10,120,120,56,10,10,112,56,56,10,30,120,112,120,10,30,56,56,120,30,10,56,56,56,30,30,112,56,112,30,10,120,120,112,10,10,56,56,56,10,30,112,120,112,30,10,56,56,120,10,10,120,112,120,10,10,112,112,112,10,30,112,56,120,10,10,120,120,112,10,30,120,112,112,30,10,120,112,112,30,10,120,120,56,10,10,56,120,120,10,30,112,56,56,10,30,56,56,120,30,30,56,112,120,10,30,112,112,120,10,30
616,120,120,112,10,30,112,56,56,30,30,56,56,112,10,30,120,112,56,10,30,112,56,120,10,10,120,112,112,10,10,112,56,56,30,10,56,56,120,30,10,120,112,120,10,30,112,56,112,30,10,56,112,120,10,30,120,112,56,30,30,56,112,112,10,30,120,120,56,10,10,112,120,56,30,30,56,56,112,10,30,56,112,56,10,30,120,56,120,10,10,56,120,112,30,10,112,120,112,30,10,56,112,56,10,30,56,56,112,30,10,56,112,56,10,30,112,112,56,10,30
617,112,56,112,30,10,56,120,120,10,10,56,112,56,30,10,112,56,56,10,30,56,112,120,10,10,120,112,56,10,10,120,56,112,30,10,112,112,112,30,30,120,56,56,30,30,120,112,112,30,10,56,112,112,30,10,120,112,56,30,10,112,112,56,10,30,112,112,56,10,30,120,120,120,10,10,56,120,56,30,10,120,56,56,10,30,120,56,56,30,30,120,56,112,10,10,120,112,112,10,30,120,56,120,10,30,112,112,56,10,10,56,120,112,30,10,120,56,120,30,10
618,120,56,112,30,10,120,56,112,10,30,56,56,112,30,30,56,56,56,10,30,112,120,112,10,10,112,56,56,30,10,120,120,112,10,30,120,112,112,30,30,56,56,56,10,10,120,56,56,30,30,56,120,56,10,10,56,56,112,30,30,120,112,56,10,30,56,120,112,10,10,56,120,112,30,10,112,120,112,30,10,120,56,120,10,10,120,56,120,30,30,56,56,120,10,30,120,56,120,10,10,120,56,120,30,30,56,56,112,30,30,56,120,56,10,30,56,56,120,10,10
619,112,56,112,30,30,112,112,112,30,30,120,56,120,30,10,112,56,112,30,10,112,112,112,30,30,112,112,120,30,30,112,112,56,10,30,56,56,112,30,30,120,120,120,30,10,56,120,112,10,10,112,112,112,10,30,120,120,56,10,30,120,120,56,30,30,56,56,56,30,30,112,56,56,30,30,112,112,120,10,30,56,112,120,30,10,120,56,120,30,10,120,120,120,10,10,56,120,56,30,10,112,112,120,30,10,120,112,120,10,30,56,56,112,30,10,120,56,112,10,10
620,112,120,56,30,10,120,56,120,10,30,120,120,120,10,10,120,120,120,10,30,56,112,112,30,10,56,120,56,10,10,112,112,112,30,10,120,112,112,30,10,112,112,56,30,10,112,56,120,30,10,56,56,56,10,10,56,112,112,10,30,120,120,120,10,30,56,120,120,10,30,120,56,112,10,30,56,120,56,30,30,120,56,112,10,10,120,56,56,10,30,56,120,112,30,30,56,56,120,10,10,120,112,56,30,10,56,120,120,30,30,56,56,112,10,30,56,56,120,30,30
621,56,120,120,10,10,112,120,120,30,10,112,120,56,10,10,56,120,112,10,10,56,112,120,30,10,120,112,56,30,30,112,120,120,30,10,56,112,112,10,10,120,56,120,10,10,56,112,56,10,10,56,112,56,30,30,120,120,112,10,30,112,120,120,10,10,56,120,112,10,10,56,56,120,30,10,56,56,120,30,10,112,112,112,10,10,56,120,56,10,30,56,112,112,30,30,120,120,120,10,10,56,56,112,30,10,120,56,112,30,10,112,120,56,10,10,112,56,120,30,10
622,56,56,120,10,30,112,112,112,10,30,56,120,120,30,10,56,112,112,30,30,112,112,56,30,10,112,112,120,30,10,112,56,120,30,30,112,120,112,10,30,120,56,112,30,10,120,56,56,10,10,120,120,120,30,10,120,56,112,10,10,56,112,56,10,10,56,56,112,30,30,112,112,120,10,30,56,120,112,30,30,112,112,56,30,10,120,112,120,30,30,112,56,120,10,30,120,56,120,30,30,112,56,56,10,30,120,56,56,30,30,120,56,120,10,30,120,120,112,10,30
623,112,120,120,10,10,56,120,56,10,30,112,120,56,10,10,120,56,120,30,10,120,56,120,30,30,120,120,120,10,10,56,112,56,30,30,56,120,56,30,30,120,120,56,10,10,120,56,120,30,30,56,120,112,30,30,112,120,120,30,10,56,56,120,30,10,112,112,56,30,10,112,56,112,10,10,112,56,112,30,30,120,56,56,10,10,112,120,56,10,10,56,120,112,30,10,120,120,56,10,10,120,56,112,10,10,112,56,120,10,10,112,120,120,10,30,112,120,120,10,10
624,112,112,56,10,30,112,112,56,10,30,120,112,112,30,10,120,120,112,10,30,112,112,120,10,10,120,112,112,10,30,56,56,56,10,30,56,120,120,10,30,112,120,120,30,30,112,120,56,10,10,56,112,56,30,30,112,120,120,10,10,120,120,56,10,10,120,120,112,10,30,112,112,120,30,30,112,120,112,10,30,112,112,112,30,30,56,112,56,30,10,112,120,112,30,30,112,120,112,10,30,120,112,56,10,10,112,120,120,30,10,120,120,112,10,30,112,120,120,10,30
625,56,112,120,10,30,56,112,112,30,30,56,120,120,10,30,56,112,112,10,10,120,112,120,30,30,56,112,120,30,10,112,56,112,10,10,112,120,120,30,10,120,112,120,30,30,120,112,112,10,10,56,56,56,30,10,112,56,120,10,30,56,120,56,30,10,112,120,56,10,30,120,120,120,30,10,56,56,120,30,10,120,120,120,10,30,56,112,120,30,30,112,56,56,10,10,112,56,120,30,10,120,56,112,10,10,120,120,56,10,10,112,56,56,10,10,120,56,56,10,30
626,56,112,112,10,10,120,56,120,10,10,112,56,56,30,10,112,112,120,10,10,120,112,120,30,10,56,112,56,30,30,56,120,56,10,30,112,112,120,30,10,120,120,120,30,30,112,56,120,10,10,120,56,120,10,10,120,112,112,30,10,56,112,120,30,30,56,120,56,10,10,56,56,120,30,10,56,120,112,10,10,112,120,112,30,10,56,56,120,10,10,112,112,56,30,30,112,120,120,10,10,112,120,56,10,30,120,120,56,10,10,112,120,56,10,10,120,112,56,30,30
627,56,56,112,10,10,120,112,120,10,30,120,120,120,10,10,120,112,112,30,10,112,120,56,10,10,120,120,112,10,30,112,56,112,30,10,56,120,120,30,10,120,120,56,30,30,56,120,112,30,30,56,112,112,30,10,112,120,112,10,10,56,56,120,10,10,120,56,112,30,10,56,120,56,10,10,112,112,56,30,30,112,112,56,30,10,120,56,56,30,10,112,120,56,10,10,112,56,56,10,10,112,112,112,10,30,120,120,112,30,30,120,56,56,10,10,56,112,120,10,10
628,56,120,120,30,30,120,56,112,30,10,112,120,120,30,10,56,56,56,30,30,56,56,112,30,10,112,120,56,30,30,120,120,112,30,10,120,112,120,10,30,120,112,120,30,10,120,56,112,30,10,120,112,112,10,10,120,56,56,30,30,120,56,120,30,30,112,120,56,10,10,56,56,56,10,10,56,112,56,10,10,112,120,120,10,10,56,120,112,30,30,56,112,112,30,30,56,56,56,10,10,112,120,120,10,30,56,120,56,10,30,56,112,112,10,30,56,56,112,10,30
629,120,120,56,30,10,120,112,56,10,10,112,56,120,30,30,112,56,112,10,10,112,56,112,30,30,112,112,56,30,30,56,112,112,10,10,112,112,120,30,30,112,56,112,10,30,112,56,120,30,10,112,56,120,30,10,120,56,56,10,10,120,112,120,10,10,112,120,112,10,30,56,120,120,30,30,56,120,112,10,30,112,120,56,10,30,56,120,112,30,10,56,56,120,30,30,56,56,112,10,30,112,112,56,30,30,120,56,112,30,10,56,56,112,10,10,56,120,112,10,30
630,120,56,56,10,10,120,112,56,10,30,112,112,120,10,30,56,120,56,30,10,112,112,112,30,30,112,112,112,30,30,112,120,56,30,10,112,56,112,10,30,112,120,120,30,10,56,112,120,30,10,120,112,112,30,10,120,120,112,10,10,112,112,112,10,10,112,112,120,30,10,112,56,56,10,10,120,56,112,30,30,112,120,56,10,10,112,120,120,30,10,112,112,120,30,10,120,120,56,10,10,56,120,120,10,30,120,56,120,30,30,56,120,112,10,30,120,120,112,30,30
631,120,112,112,30,10,56,56,112,30,30,120,112,56,10,30,120,120,56,10,10,56,56,120,30,10,120,120,112,30,10,120,56,112,10,10,120,120,56,30,10,112,112,112,10,30,56,112,120,10,10,112,112,56,10,10,120,120,56,30,10,112,56,120,10,30,112,56,112,30,10,120,120,56,30,10,120,112,112,10,30,120,56,56,10,30,112,120,56,10,30,120,56,56,30,10,120,120,112,30,30,120,112,120,30,10,120,112,56,30,30,120,120,56,10,10,112,56,56,30,10
632,56,120,112,30,10,120,120,112,30,10,56,56,56,10,10,56,120,112,30,30,56,56,56,10,30,120,56,120,10,30,112,112,56,10,10,56,112,112,30,30,56,120,120,30,10,112,120,120,30,30,112,56,112,30,30,56,56,56,30,30,112,56,120,10,30,112,56,120,10,30,56,120,120,30,30,112,120,56,30,30,120,56,120,30,30,56,56,112,30,30,120,112,112,30,10,56,56,56,30,10,56,112,112,30,10,56,120,112,10,30,120,120,56,10,30,120,120,112,30,10
633,112,120,112,10,10,120,120,112,10,30,112,112,56,30,10,112,120,112,10,30,56,120,112,30,30,56,120,120,30,30,56,120,112,10,10,120,120,56,30,30,120,120,112,10,30,112,120,120,10,10,56,56,120,10,10,112,120,120,10,30,112,56,112,10,30,56,56,56,10,30,56,56,112,10,10,112,56,120,30,30,120,120,56,10,30,120,112,120,30,10,120,120,120,30,30,112,120,120,10,30,120,112,56,10,10,112,112,112,10,10,56,120,112,10,10,112,56,56,10,30
634,56,120,120,30,30,120,56,112,10,10,120,112,56,10,30,56,56,112,30,30,112,56,112,30,10,120,56,120,10,30,120,56,120,10,30,56,120,120,30,10,56,56,120,10,10,56,56,112,30,10,120,112,120,10,30,120,56,120,30,10,120,120,56,10,10,120,120,112,10,10,56,120,56,10,10,56,120,56,30,10,120,120,120,30,30,120,56,120,10,10,56,112,112,30,10,56,112,120,10,10,56,120,112,30,10,112,56,112,10,30,120,120,56,10,30,120,120,56,10,30
635,56,56,112,30,30,120,120,112,10,30,56,112,56,30,10,120,56,56,30,10,112,56,56,30,30,112,120,112,30,30,56,56,56,30,30,120,56,112,30,10,120,112,56,30,10,112,112,56,10,10,120,56,56,30,10,120,120,56,10,30,56,56,112,10,30,112,120,56,30,30,112,112,56,10,10,120,56,120,10,10,56,56,112,30,30,120,56,56,10,10,120,56,112,10,30,112,56,112,30,30,112,56,56,30,30,112,56,56,30,10,120,112,120,10,10,56,112,120,10,10
636,112,56,56,30,10,112,120,56,10,30,56,120,120,30,30,120,120,112,10,10,56,112,112,30,30,112,112,112,30,30,56,120,120,30,10,120,56,56,10,30,56,56,120,10,30,56,112,112,10,10,112,112,56,10,10,56,56,120,10,30,120,120,56,10,10,120,120,56,30,30,120,56,120,30,10,56,112,112,10,10,112,56,112,30,10,56,120,120,10,30,112,56,112,30,30,112,120,120,10,30,56,112,56,30,30,120,56,120,10,10,112,120,120,30,10,120,120,112,10,30
637,120,120,120,10,30,56,112,120,10,10,112,120,56,10,30,56,112,56,30,30,120,120,56,10,30,112,120,112,30,10,56,120,112,10,10,112,112,56,30,10,112,56,120,10,10,120,56,120,30,30,56,112,112,30,10,56,112,56,10,10,112,56,112,10,30,56,56,56,30,30,112,112,120,30,10,56,120,112,10,10,112,112,112,30,30,112,112,120,10,30,56,120,112,30,30,56,112,120,10,10,112,56,120,30,10,112,120,120,30,30,120,56,120,30,30,120,112,56,10,10
638,112,112,112,10,30,56,112,112,30,30,56,56,56,30,30,112,112,112,30,10,112,56,112,30,30,120,120,56,30,30,56,112,56,10,10,56,112,120,30,10,112,120,112,10,30,120,112,112,10,10,120,120,112,10,10,112,56,120,30,30,112,56,56,30,10,120,120,56,30,30,56,112,120,10,30,120,112,56,10,30,120,112,120,10,10,112,120,56,10,30,56,120,56,30,10,56,120,56,30,30,56,112,120,10,10,112,56,120,10,30,112,112,56,10,30,120,120,56,10,10
